mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,pesticide,commodity_code,commodity_name
0.1,0.1 mg/Kg,,,,,,,,,,,Permethrin,VB 0405,Kohlrabi
0.2,0.2 mg/Kg,,28,,1997,,,,,,,Diazinon,VB 0405,Kohlrabi
0.2,0.2 mg/Kg,2019,52,,2021,(*),,,,(based on Fosetyl use),,Fosetyl Al,VB 2036,Head brassicas (subgroup)
10.0,10 mg/Kg,8,41,,2009,,,,,,,Azoxystrobin,VA 0035,Bulb vegetables (group)
0.06,0.06 mg/Kg,2014,47,,2015,,,,,,,Myclobutanil,VA 0035,Bulb vegetables (group)
0.2,0.2 mg/Kg,8,41,,2009,,,,,,,Cyhalothrin (includes lambda-cyhalothrin),VA 0035,Bulb vegetables (group)
5.0,5 mg/Kg,9,42,,2010,,,,,,,Boscalid,VA 0035,Bulb vegetables (group)
0.05,0.05 mg/Kg,,28,,1997,,,,E,,,Aldrin and Dieldrin,VA 0035,Bulb vegetables (group)
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Flupyradifurone,VA 0036,"Bulb vegetables, except fennel, bulb"
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,Pendimethalin,VA 0380,"Fennel, bulb"
0.02,0.02 mg/Kg,11,44,,2012,,,,,,,Acetamiprid,VA 0381,Garlic
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,Pirimicarb,VA 0381,Garlic
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,Pendimethalin,VA 0381,Garlic
0.07,0.07 mg/Kg,2014,47,,2015,,,,,,,Fluopyram,VA 0381,Garlic
0.04,0.04 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0381,Garlic
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,Acibenzolar-S-methyl,VA 0381,Garlic
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,Fluxapyroxad,VA 0381,Garlic
0.15,0.15 mg/Kg,2011,44,,2012,,,,,,,Pyraclostrobin,VA 0381,Garlic
0.01,0.01 mg/Kg,2011,45,44,2013,(*),,,,,,Sulfoxaflor,VA 0381,Garlic
0.5,0.5 mg/Kg,1995,31,28-30,1999,,c,,,,,Dithiocarbamates,VA 0381,Garlic
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,Kresoxim-Methyl,VA 0381,Garlic
0.15,0.15 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VA 0381,Garlic
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,Dimethenamid-P,VA 0381,Garlic
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,Abamectin,VA 0381,Garlic
0.6,0.6 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VA 0381,Garlic
0.1,0.1 mg/Kg,11,44,,2012,,,,,,,Tebuconazole,VA 0381,Garlic
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,VA 0381,Garlic
0.02,0.02 mg/Kg,7,40,,2008,(*),,,,,,Difenoconazole,VA 0381,Garlic
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,Metconazole,VA 0381,Garlic
0.5,0.5 mg/Kg,97,35,31-34,2003,,,,,,Recommended for withdrawal,Clethodim,VA 0381,Garlic
15.0,15 mg/Kg,98,32,,2001,,,,,,,Maleic Hydrazide,VA 0381,Garlic
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Chlorfenapyr,VA 0381,Garlic
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,Cyantraniliprole,VA 0381,Garlic
1.5,1.5 mg/Kg,12,45,,2013,,,,,,,Ametoctradin,VA 0381,Garlic
0.04,0.04 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0382,"Garlic, great-headed"
2.0,2 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0384,Leek
0.7,0.7 mg/Kg,2006,39,,2007,,,,,,,Pyraclostrobin,VA 0384,Leek
0.7,0.7 mg/Kg,11,44,,2012,,,,,,,Tebuconazole,VA 0384,Leek
4.0,4 mg/Kg,12,45,,2013,,,,,,,Cycloxydim,VA 0384,Leek
0.15,0.15 mg/Kg,2014,47,,2015,,,,,,,Fluopyram,VA 0384,Leek
0.05,0.05 mg/Kg,2017,50,,2018,,,,,,,Spinetoram,VA 0384,Leek
0.05,0.05 mg/Kg,8,41,,2009,,,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),VA 0384,Leek
0.5,0.5 mg/Kg,,,,,,,,,,,Permethrin,VA 0384,Leek
0.7,0.7 mg/Kg,4,38,37,2006,,,,,,,Trifloxystrobin,VA 0384,Leek
30.0,30 mg/Kg,2014,47,,2015,,,,,,,Propamocarb,VA 0384,Leek
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,Deltamethrin,VA 0384,Leek
0.05,0.05 mg/Kg,2,36,35,2004,(*),,,,,,Imidacloprid,VA 0384,Leek
40.0,40 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,VA 0384,Leek
0.3,0.3 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VA 0384,Leek
0.5,0.5 mg/Kg,5,38,,2006,,,,,,,Methiocarb,VA 0384,Leek
0.5,0.5 mg/Kg,1995,31,28-30,1999,,c,,,,,Dithiocarbamates,VA 0384,Leek
10.0,10 mg/Kg,2018,51,,2019,,,,,,,Kresoxim-Methyl,VA 0384,Leek
0.3,0.3 mg/Kg,7,40,,2008,,,,,,,Difenoconazole,VA 0384,Leek
0.8,0.8 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VA 0384,Leek
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,Acibenzolar-S-methyl,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,2008,41,,2009,,,,,,,Mandipropamid,VA 0385,"Onion, bulb"
0.5,0.5 mg/Kg,97,35,31-34,2003,,,,,,Recommended for withdrawal,Clethodim,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,12,45,,2013,,,,,,,Dinotefuran,VA 0385,"Onion, bulb"
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,Metconazole,VA 0385,"Onion, bulb"
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,Pendimethalin,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,VA 0385,"Onion, bulb"
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,Pyrimethanil,VA 0385,"Onion, bulb"
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,VA 0385,"Onion, bulb"
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,Abamectin,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,94,28,,1997,,,,,,,Aldicarb,VA 0385,"Onion, bulb"
0.7,0.7 mg/Kg,2012,45,,2013,,,,,,,Penthiopyrad,VA 0385,"Onion, bulb"
0.07,0.07 mg/Kg,2014,47,,2015,,,,,,,Fluopyram,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,2013,46,,2014,,,,,,,Difenoconazole,VA 0385,"Onion, bulb"
0.02,0.02 mg/Kg,2015,48,,2016,(*),,,,,,Flumioxazin,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,Cyromazine,VA 0385,"Onion, bulb"
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,Fluxapyroxad,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,Dichlobenil,VA 0385,"Onion, bulb"
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,Cyantraniliprole,VA 0385,"Onion, bulb"
0.4,0.4 mg/Kg,11,44,,2012,,,,,,,Spirotetramat,VA 0385,"Onion, bulb"
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,Tebuconazole,VA 0385,"Onion, bulb"
3.0,3 mg/Kg,12,45,,2013,,,,,,,Cycloxydim,VA 0385,"Onion, bulb"
0.5,0.5 mg/Kg,2019,52,,2021,,,,,,,Valifenalate,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,2011,45,44,2013,(*),,,,,,Sulfoxaflor,VA 0385,"Onion, bulb"
0.04,0.04 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,8,41,,2009,(*),,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),VA 0385,"Onion, bulb"
0.2,0.2 mg/Kg,1,,,1991,,,,,,,Methomyl,VA 0385,"Onion, bulb"
1.5,1.5 mg/Kg,2011,44,,2012,,,,,,,Pyraclostrobin,VA 0385,"Onion, bulb"
0.02,0.02 mg/Kg,9,42,,2010,(*),,,,,,Benalaxyl,VA 0385,"Onion, bulb"
0.2,0.2 mg/Kg,0,35,34,2003,,,,,,,Chlorpyrifos,VA 0385,"Onion, bulb"
0.05,0.05 mg/Kg,12,45,,2013,,,,,,,Glufosinate-Ammonium,VA 0385,"Onion, bulb"
1.0,1 mg/Kg,9,42,,2010,,,,,,,Fluopicolide,VA 0385,"Onion, bulb"
0.5,0.5 mg/Kg,2004,37,,2005,,C,,,,,Dithiocarbamates,VA 0385,"Onion, bulb"
0.05,0.05 mg/Kg,2,36,35,2004,,,,,,,Deltamethrin,VA 0385,"Onion, bulb"
0.2,0.2 mg/Kg,9,42,,2010,,,,,,,Haloxyfop,VA 0385,"Onion, bulb"
2.0,2 mg/Kg,,,,1995,,,,,,Withdrawal recommended by JMPR (2021),Metalaxyl,VA 0385,"Onion, bulb"
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,Chlorothalonil,VA 0385,"Onion, bulb"
0.3,0.3 mg/Kg,2003,37,36,2005,,,,,,,Cyprodinil,VA 0385,"Onion, bulb"
0.04,0.04 mg/Kg,2013,46,,2014,,,,,,,Bentazone,VA 0385,"Onion, bulb"
0.6,0.6 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VA 0385,"Onion, bulb"
2.0,2 mg/Kg,2014,47,,2015,,,,,,,Propamocarb,VA 0385,"Onion, bulb"
0.05,0.05 mg/Kg,,,,1995,,,,,,,Diazinon,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,2012,45,,2013,(*),,,,,,Spinetoram,VA 0385,"Onion, bulb"
0.02,0.02 mg/Kg,11,44,,2012,,,,,,,Acetamiprid,VA 0385,"Onion, bulb"
0.2,0.2 mg/Kg,94,28,,1997,,,,,,,Iprodione,VA 0385,"Onion, bulb"
0.15,0.15 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VA 0385,"Onion, bulb"
1.0,1 mg/Kg,99,35,"33,34",2003,,,,,,,Folpet,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Chlorfenapyr,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,11,44,,2012,,,,,,,Spinosad,VA 0385,"Onion, bulb"
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,Pirimicarb,VA 0385,"Onion, bulb"
1.0,1 mg/Kg,99,36,33-35,2004,,,,,,,Malathion,VA 0385,"Onion, bulb"
0.5,0.5 mg/Kg,5,38,,2006,,,,,,,Methiocarb,VA 0385,"Onion, bulb"
1.5,1.5 mg/Kg,12,45,,2013,,,,,,,Ametoctradin,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,Dimethenamid-P,VA 0385,"Onion, bulb"
15.0,15 mg/Kg,98,,,,,,,,,,Maleic Hydrazide,VA 0385,"Onion, bulb"
10.0,10 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,VA 0386,"Onion, Chinese"
10.0,10 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,VA 0387,"Onion, Welsh"
3.0,3 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VA 0387,"Onion, Welsh"
4.0,4 mg/Kg,2012,45,,2013,,,,,,,Penthiopyrad,VA 0387,"Onion, Welsh"
0.02,0.02 mg/Kg,2014,47,,2015,,FL,,,,,Dichlobenil,VA 0387,"Onion, Welsh"
9.0,9 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VA 0387,"Onion, Welsh"
0.4,0.4 mg/Kg,2016,49,,2017,,,,,,,Pendimethalin,VA 0387,"Onion, Welsh"
10.0,10 mg/Kg,9,42,,2010,,,,,,,Fluopicolide,VA 0387,"Onion, Welsh"
2.0,2 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0387,"Onion, Welsh"
2.0,2 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,VA 0387,"Onion, Welsh"
8.0,8 mg/Kg,2013,46,,2014,,,,,,,Cyantraniliprole,VA 0387,"Onion, Welsh"
0.8,0.8 mg/Kg,2012,45,,2013,,,,,,,Spinetoram,VA 0387,"Onion, Welsh"
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,VA 0388,Shallot
1.5,1.5 mg/Kg,12,45,,2013,,,,,,,Ametoctradin,VA 0388,Shallot
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,Dimethenamid-P,VA 0388,Shallot
0.15,0.15 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VA 0388,Shallot
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,Abamectin,VA 0388,Shallot
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,Fluxapyroxad,VA 0388,Shallot
0.04,0.04 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0388,Shallot
0.5,0.5 mg/Kg,2019,52,,2021,,,,,,,Valifenalate,VA 0388,Shallot
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,Chlorothalonil,VA 0388,Shallot
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,Tebuconazole,VA 0388,Shallot
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,Pendimethalin,VA 0388,Shallot
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,Cyantraniliprole,VA 0388,Shallot
15.0,15 mg/Kg,98,32,,2001,,,,,,,Maleic Hydrazide,VA 0388,Shallot
0.6,0.6 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VA 0388,Shallot
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,Acibenzolar-S-methyl,VA 0388,Shallot
1.5,1.5 mg/Kg,2011,44,,2012,,,,,,,Pyraclostrobin,VA 0389,Spring onion
0.08,0.08 mg/Kg,2013,46,,2014,,,,,,,Bentazone,VA 0389,Spring onion
5.0,5 mg/Kg,11,44,,2012,,,,,,,Acetamiprid,VA 0389,Spring onion
0.4,0.4 mg/Kg,2016,49,,2017,,,,,,,Pendimethalin,VA 0389,Spring onion
4.0,4 mg/Kg,12,45,,2013,,,,,,,Dinotefuran,VA 0389,Spring onion
1.0,1 mg/Kg,,28,,1997,,,,,,,Diazinon,VA 0389,Spring onion
4.0,4 mg/Kg,11,44,,2012,,,,,,,Spinosad,VA 0389,Spring onion
10.0,10 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,VA 0389,Spring onion
9.0,9 mg/Kg,2014,47,,2015,,,,,,,Dimethomorph,VA 0389,Spring onion
2.0,2 mg/Kg,2015,48,,2016,,,,,,,Tebuconazole,VA 0389,Spring onion
0.5,0.5 mg/Kg,,,,,,,,,,,Permethrin,VA 0389,Spring onion
0.7,0.7 mg/Kg,2011,45,44,2013,,,,,,,Sulfoxaflor,VA 0389,Spring onion
5.0,5 mg/Kg,99,36,"33,35",2004,,,,,,,Malathion,VA 0389,Spring onion
3.0,3 mg/Kg,7,40,,2008,,,,,,,Cyromazine,VA 0389,Spring onion
2.0,2 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VA 0389,Spring onion
15.0,15 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,VA 0389,Spring onion
7.0,7 mg/Kg,2008,41,,2009,,,,,,,Mandipropamid,VA 0389,Spring onion
4.0,4 mg/Kg,2012,45,,2013,,,,,,,Penthiopyrad,VA 0389,Spring onion
3.0,3 mg/Kg,7,40,,2008,,,,,,,Pyrimethanil,VA 0389,Spring onion
3.0,3 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VA 0389,Spring onion
10.0,10 mg/Kg,1995,31,28-30,1999,,n,,,,,Dithiocarbamates,VA 0389,Spring onion
20.0,20 mg/Kg,12,45,,2013,,,,,,,Ametoctradin,VA 0389,Spring onion
9.0,9 mg/Kg,2013,46,,2014,,,,,,,Difenoconazole,VA 0389,Spring onion
8.0,8 mg/Kg,2013,46,,2014,,,,,,,Cyantraniliprole,VA 0389,Spring onion
0.8,0.8 mg/Kg,2012,45,,2013,,,,,,,Spinetoram,VA 0389,Spring onion
0.09,0.09 mg/Kg,2019,52,,2021,,,,,,,Tolfenpyrad,VA 2031,Bulb onions (subgroup)
1.5,1.5 mg/Kg,2018,51,,2019,,,,,,,Cyazofamid,VA 2031,Bulb onions (subgroup)
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,Fludioxonil,VA 2031,Bulb onions (subgroup)
0.02,0.02 mg/Kg,2019,52,,2021,,,,,,,Benzovindiflupyr,VA 2031,Bulb onions (subgroup)
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,Abamectin,VA 2032,Green onions (subgroup)
0.8,0.8 mg/Kg,2018,51,,2019,,,,,,,Fludioxonil,VA 2032,Green onions (subgroup)
6.0,6 mg/Kg,2018,51,,2019,,,,,,,Cyazofamid,VA 2032,Green onions (subgroup)
0.09,0.09 mg/Kg,2015,48,,2016,,,,,,,Cyazofamid,VC 0045,"Fruiting vegetables, cucurbits (group)"
1.0,1 mg/Kg,6,39,,2007,,,,,Except melons and watermelons,,Pirimicarb,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.09,0.09 mg/Kg,2016,49,,2017,,,,,except melon and cucumber,,Spiromesifen,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,Oxathiapiprolin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2013,46,,2014,,,,,,,Fludioxonil,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,Dichlobenil,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2018,51,,2019,,,,,,,Pyriofenone,VC 0045,"Fruiting vegetables, cucurbits (group)"
2.0,2 mg/Kg,9,42,,2010,,,,,,,Zoxamide,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,12,45,,2013,,,,,(except watermelon),,Methoxyfenozide,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,8,41,,2009,,,,,,,Cyhalothrin (includes lambda-cyhalothrin),VC 0045,"Fruiting vegetables, cucurbits (group)"
0.4,0.4 mg/Kg,2019,52,,2021,,,,,,,Pydiflumetofen,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,Flonicamid,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2014,47,,2015,,,,,(except watermelon),,Prothioconazole,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.8,0.8 mg/Kg,2016,49,,2017,,,,,,,Acibenzolar-S-methyl,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2016,49,,2017,,,,,,,Metrafenone,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.02,0.02 mg/Kg,4,38,37,2006,,,,,,,Paraquat,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,Benzovindiflupyr,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,6,39,,2007,,,,,,,Bifenazate,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,9,42,,2010,,,,,Except watermelon.,,Hexythiazox,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2014,47,,2015,,,,,,,Myclobutanil,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2011,45,44,2013,,,,,,,Sulfoxaflor,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,0,34,,2003,(*),,,,,,Pyrethrins,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,10,43,,2011,,,,,,,Thiamethoxam,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,7,41,40,2009,,,,,Based on triadimenol use only,,Triadimefon,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2015,48,,2016,,,,,(except cucumber),,Acetamiprid,VC 0045,"Fruiting vegetables, cucurbits (group)"
1.0,1 mg/Kg,8,41,,2009,,,,,,,Azoxystrobin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,10,43,,2011,,,,,,,Flubendiamide,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2013,46,,2014,,,,,,,Cyprodinil,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,,,,,,,,,,,Deltamethrin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,4,38,37,2006,,,,,,,Trifloxystrobin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,2018,51,,2019,,,,,,,Cyantraniliprole,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,9,42,,2010,,,,,,,Indoxacarb,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.02,0.02 mg/Kg,10,43,,2011,(*),T,,,,,Clothianidin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2012,45,,2013,,,,,,,Penthiopyrad,VC 0045,"Fruiting vegetables, cucurbits (group)"
5.0,5 mg/Kg,2006,39,,2007,,,,,,,Propamocarb,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,7,40,,2008,,,,,,,Dimethomorph,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.007,0.007 mg/Kg,11,44,,2012,,,,,,,Emamectin benzoate,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,8,41,,2009,,,,,,,Chlorantraniliprole,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2014,47,,2015,,,,,,,Fenamidone,VC 0045,"Fruiting vegetables, cucurbits (group)"
1.0,1 mg/Kg,"01,02",36,34,2004,,,,,,,Piperonyl Butoxide,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,9,42,,2010,,,,,,,Fluopicolide,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.02,0.02 mg/Kg,2015,48,,2016,(*),,,,,,Flumioxazin,VC 0045,"Fruiting vegetables, cucurbits (group)"
3.0,3 mg/Kg,9,42,,2010,,,,,,,Boscalid,VC 0045,"Fruiting vegetables, cucurbits (group)"
3.0,3 mg/Kg,12,45,,2013,,,,,(except cucumber),,Ametoctradin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Flutriafol,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,12,45,,2013,,,,,,,Dinotefuran,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.7,0.7 mg/Kg,9,42,,2010,,,,,,,Buprofezin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,,28,,1997,,,,E,,,Endrin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,10,43,,2011,,,,,,,Novaluron,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.07,0.07 mg/Kg,8,41,,2009,,,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,Fluxapyroxad,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.1,0.1 mg/Kg,"01,08",41,34-40,2009,,,,,,Resulting from consideration of methomyl supervised field trial data.,Methomyl,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2011,44,,2012,,,,,,,Pyraclostrobin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,98,34,32,2003,(*),D,,,,,Dinocap,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,1,35,34,2003,,,,,,,Spinosad,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.1,0.1 mg/Kg,,28,,1997,,,,E,,,Aldrin and Dieldrin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,7,41,40,2009,,,,,,Based on triadimefon and triadimenol uses,Triadimenol,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.2,0.2 mg/Kg,8,41,,2009,,,,,,,Spirotetramat,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,Kresoxim-Methyl,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,Teflubenzuron,VC 0046,"Melons, except watermelon"
0.15,0.15 mg/Kg,2017,50,,2018,,,,,,,Isopyrazam,VC 0046,"Melons, except watermelon"
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,Abamectin,VC 0046,"Melons, except watermelon"
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,Penconazole,VC 0046,"Melons, except watermelon"
0.15,0.15 mg/Kg,11,44,,2012,,,,,,,Tebuconazole,VC 0046,"Melons, except watermelon"
0.4,0.4 mg/Kg,2018,51,,2019,,,,,,,Chlorfenapyr,VC 0046,"Melons, except watermelon"
0.01,0.01 mg/Kg,2017,50,,2018,,,,,,,Oxamyl,VC 0046,"Melons, except watermelon"
0.5,0.5 mg/Kg,10,43,,2011,,"M,d",,,,,Dinocap,VC 0046,"Melons, except watermelon"
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,Fluensulfone,VC 0046,"Melons, except watermelon"
0.2,0.2 mg/Kg,97,31,,1999,,,,,,,Fenbuconazole,VC 0046,"Melons, except watermelon"
0.4,0.4 mg/Kg,2016,49,,2017,,,,,,,Flupyradifurone,VC 0046,"Melons, except watermelon"
0.1,0.1 mg/Kg,,,,,,,,,,,Permethrin,VC 0046,"Melons, except watermelon"
10.0,10 mg/Kg,0,40,34-39,2008,,,,,,,Captan,VC 0046,"Melons, except watermelon"
0.02,0.02 mg/Kg,4,37,,2005,,,,,,,Ethoprophos,VC 0046,"Melons, except watermelon"
0.4,0.4 mg/Kg,2015,48,,2016,,,,,,,Lufenuron,VC 0046,"Melons, except watermelon"
0.2,0.2 mg/Kg,6,39,,2007,,,,,,,Pirimicarb,VC 0046,"Melons, except watermelon"
0.07,0.07 mg/Kg,2018,51,,2019,,,,,,,Pyriproxyfen,VC 0046,"Melons, except watermelon"
0.2,0.2 mg/Kg,,,,,,,,,Withdrawal recommended by JMPR (2021),,Metalaxyl,VC 0046,"Melons, except watermelon"
0.05,0.05 mg/Kg,6,39,,2007,,,,,,,Fenamiphos,VC 0046,"Melons, except watermelon"
0.2,0.2 mg/Kg,6,39,,2007,,,,,,,Thiacloprid,VC 0046,"Melons, except watermelon"
