mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,step,pesticide,commodity_code,commodity_name
7.0,7 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,HS 0444,"Peppers chili, dried"
2.0,2 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,VB 0042,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)"
30.0,30 mg/Kg,9,43,,2011,,,,,,,CXL,Fluopicolide,VL 0053,Leafy vegetables
7.0,7 mg/Kg,9,43,,2011,,,,,,,CXL,Fluopicolide,VB 0041,"Cabbages, head"
2.0,2 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,FB 0269,Grapes
0.02,0.02 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,ML 0106,Milks
0.01,0.01 mg/Kg,9,42,,2010,(*),,(fat),,,,CXL,Fluopicolide,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,CXL,Fluopicolide,PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,AS 0081,Straw and hay of cereal grains except pseudocereals
0.2,0.2 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,VB 0402,Brussels sprouts
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,CXL,Fluopicolide,PE 0112,Eggs
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,CXL,Fluopicolide,MO 0105,Edible offal (mammalian)
20.0,20 mg/Kg,9,43,,2011,,,,,,,CXL,Fluopicolide,VS 0624,Celery
0.2,0.2 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VD 0541,Soya bean (dry)
10.0,10 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VL 0473,Watercress
2.0,2 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,FB 0269,Grapes
0.05,0.05 mg/Kg,2004,38,37,2006,(*),,,,,,CXL,Fludioxonil,SO 0691,Cotton seed
0.7,0.7 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VB 0400,Broccoli
3.0,3 mg/Kg,2013,46,,2014,,,Po,,,,CXL,Fludioxonil,VO 0448,Tomato
0.02,0.02 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,PE 0112,Eggs
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Fludioxonil,PF 0111,Poultry fats
3.0,3 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,FB 0021,"Currants, black, red, white"
1.0,1 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VO 0051,Peppers (subgroup)
0.07,0.07 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VD 0072,Peas (dry)
1.0,1 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VR 0577,Carrot
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VA 2031,Bulb onions (subgroup)
0.02,0.02 mg/Kg,2018,51,,2019,,,(fat),,,,CXL,Fludioxonil,MM 0095,Meat (from mammals other than marine mammals)
0.3,0.3 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VD 0533,Lentil (dry)
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Fludioxonil,PM 0110,Poultry meat
0.03,0.03 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VP 0064,"Peas, shelled (succulent seeds)"
4.0,4 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VR 0604,Ginseng
5.0,5 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,FB 0266,Dewberries (including boysenberry and loganberry)
0.02,0.02 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,MF 0100,Mammalian fats (except milk fats)
5.0,5 mg/Kg,2013,46,,2014,,,Po,,,,CXL,Fludioxonil,VR 0589,Potato
10.0,10 mg/Kg,2010,43,,2011,,,Po,,,,CXL,Fludioxonil,FC 0001,Citrus fruits (group)
0.3,0.3 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VD 0524,Chick-pea (dry)
0.7,0.7 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VB 0041,"Cabbages, head"
2.0,2 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,FB 0020,Blueberries
0.6,0.6 mg/Kg,2013,46,,2014,,,,,(green pods and immature seeds),,CXL,Fludioxonil,VP 0061,Beans with pods (Phaseolus spp.) immature pods and succulent seeds)
0.5,0.5 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VD 0071,Beans (dry)
0.05,0.05 mg/Kg,2004,38,37,2006,(*),,,,,,CXL,Fludioxonil,GC 0080,Cereal grains
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,PO 0111,"Poultry, edible offal of"
5.0,5 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,FB 0272,"Raspberries, red, black"
30.0,30 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VL 0502,Spinach
0.6,0.6 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VP 4453,Snap bean (young pods)
20.0,20 mg/Kg,2006,39,,2007,,,,,,,CXL,Fludioxonil,AS 0447,Sweet corn fodder
10.0,10 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VL 0482,"Lettuce, head"
10.0,10 mg/Kg,2010,43,,2011,,,Po,,,,CXL,Fludioxonil,VR 0508,Sweet potato
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,FT 0336,Guava
0.8,0.8 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VA 2032,Green onions (subgroup)
5.0,5 mg/Kg,2004,38,37,2006,,,Po,,,,CXL,Fludioxonil,FS 0012,Stone fruits (group)
15.0,15 mg/Kg,2018,51,,2019,,,,,(except radish leaves),,CXL,Fludioxonil,VL 0054,Leaves of Brassicaceae
4.0,4 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,HS 0444,"Peppers chili, dried"
0.4,0.4 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VP 0062,"Beans, shelled"
0.3,0.3 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VO 0440,Egg plant
3.0,3 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,FB 0275,Strawberry
15.0,15 mg/Kg,2004,38,37,2006,,,Po,,,,CXL,Fludioxonil,FI 0341,Kiwifruit
5.0,5 mg/Kg,2018,51,,2019,,,Po,,,,CXL,Fludioxonil,FI 0353,Pineapple
3.0,3 mg/Kg,2018,51,,2019,,,Po,,,,CXL,Fludioxonil,FI 0355,Pomegranate
5.0,5 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,FB 0264,Blackberries
0.06,0.06 mg/Kg,2004,38,37,2006,(*),,,,,,CXL,Fludioxonil,AS 0081,Straw and hay of cereal grains except pseudocereals
0.02,0.02 mg/Kg,2004,38,37,2006,(*),,,,,,CXL,Fludioxonil,SO 0495,Rape seed
5.0,5 mg/Kg,2006,39,,2007,,,Po,,,,CXL,Fludioxonil,FP 0009,Pome fruits (group)
1.5,1.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,FI 0326,Avocado
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VR 0494,Radish
0.2,0.2 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,TN 0675,Pistachio nuts
0.04,0.04 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,ML 0106,Milks
0.01,0.01 mg/Kg,2004,38,37,2006,(*),,,,,,CXL,Fludioxonil,VO 0447,Sweet corn (corn-on-the-cob)
10.0,10 mg/Kg,2010,43,,2011,,,Po,,,,CXL,Fludioxonil,VR 0600,Yams
2.0,2 mg/Kg,2012,45,,2013,,,,,,,CXL,Fludioxonil,FI 0345,Mango
20.0,20 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VL 0494,Radish leaves (including radish tops)
0.5,0.5 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.3,0.3 mg/Kg,2004,38,37,2006,,,,,,,CXL,Fludioxonil,VP 0063,Peas (pods and succulent=immature seeds)
40.0,40 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,VL 0483,"Lettuce, leaf"
9.0,9 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,HH 0092,Herbs
15.0,15 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,VS 0624,Celery
60.0,60 mg/Kg,2013,46,,2014,,,,,,,CXL,Fludioxonil,DH 0170,Dried herbs
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,CXL,Fludioxonil,MO 0105,Edible offal (mammalian)
0.05,0.05 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,VD 0541,Soya bean (dry)
0.03,0.03 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,FI 0327,Banana
0.05,0.05 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,VR 0596,Sugar beet
2.0,2 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,AB 0269,"Grape pomace, dry"
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,OR 0541,"Soya bean oil, refined"
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,FB 0269,Grapes
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,PE 0112,Eggs
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,PO 0111,"Poultry, edible offal of"
5.0,5 mg/Kg,7,40,,2008,,,,,Except rice,,CXL,Flusilazole,AS 0081,Straw and hay of cereal grains except pseudocereals
0.2,0.2 mg/Kg,7,40,,2008,,,,,Except rice,,CXL,Flusilazole,GC 0080,Cereal grains
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,CXL,Flusilazole,VO 0447,Sweet corn (corn-on-the-cob)
0.3,0.3 mg/Kg,7,41,40,2009,,,,,,,CXL,Flusilazole,FP 0009,Pome fruits (group)
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,PM 0110,Poultry meat
0.2,0.2 mg/Kg,7,41,40,2009,,,,,,,CXL,Flusilazole,FS 0245,Nectarine
2.0,2 mg/Kg,7,41,40,2009,,,,,,,CXL,Flusilazole,MO 0105,Edible offal (mammalian)
2.0,2 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,AS 0447,Sweet corn fodder
0.2,0.2 mg/Kg,7,41,40,2009,,,,,,,CXL,Flusilazole,FS 0247,Peach
1.0,1 mg/Kg,7,40,,2008,,,(fat),,,,CXL,Flusilazole,MM 0095,Meat (from mammals other than marine mammals)
0.05,0.05 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,ML 0106,Milks
0.05,0.05 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,AB 0541,Soya bean hulls
0.3,0.3 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,SO 0702,Sunflower seed
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,FS 0240,Apricot
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Flusilazole,SO 0495,Rape seed
0.7,0.7 mg/Kg,7,40,,2008,,,,,Based on triadimenol use only,,CXL,Triadimefon,FB 0275,Strawberry
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,PO 0111,"Poultry, edible offal of"
1.0,1 mg/Kg,2014,47,,2015,,,,,based on triadimenol uses,,CXL,Triadimefon,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.02,0.02 mg/Kg,7,40,,2008,,,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,MM 0095,Meat (from mammals other than marine mammals)
5.0,5 mg/Kg,7,40,,2008,,,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,HS 0444,"Peppers chili, dried"
0.3,0.3 mg/Kg,2014,47,,2015,,,,,based on triadimenol uses,,CXL,Triadimefon,FB 0269,Grapes
0.05,0.05 mg/Kg,7,40,,2008,(*),,,,Based on triadimenol use only,,CXL,Triadimefon,VR 0596,Sugar beet
0.3,0.3 mg/Kg,7,40,,2008,,,,,Based on triadimenol use only,,CXL,Triadimefon,FP 0226,Apple
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,PM 0110,Poultry meat
5.0,5 mg/Kg,7,40,,2008,,,,,Except maize. Based on triadimefon and triadimenol uses,,CXL,Triadimefon,AS 0081,Straw and hay of cereal grains except pseudocereals
0.2,0.2 mg/Kg,7,40,,2008,,,,,Except maize and rice. Based on triadimefon and triadimenol uses,,CXL,Triadimefon,GC 0080,Cereal grains
1.0,1 mg/Kg,7,41,40,2009,,,,,Based on triadimenol use only,,CXL,Triadimefon,FI 0327,Banana
1.0,1 mg/Kg,7,41,40,2009,,,,,Except fungi and sweet corn. Based on triadimefon and triadimenol uses.,,CXL,Triadimefon,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,PE 0112,Eggs
0.5,0.5 mg/Kg,7,40,,2008,,,,,Based on triadimenol use only,,CXL,Triadimefon,SB 0716,Coffee beans
0.7,0.7 mg/Kg,7,40,,2008,,,,,Based on triadimenol use only,,CXL,Triadimefon,FB 0021,"Currants, black, red, white"
5.0,5 mg/Kg,7,40,,2008,,,Po,,Based on triadimenol use only,,CXL,Triadimefon,FI 0353,Pineapple
0.7,0.7 mg/Kg,7,40,,2008,,,,,Based on triadimenol use only,,CXL,Triadimefon,VS 0620,"Artichoke, globe"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,Based on triadimefon and triadimenol uses,,CXL,Triadimefon,ML 0106,Milks
0.2,0.2 mg/Kg,7,41,40,2009,,,,,Based on triadimenol use only,,CXL,Triadimefon,VC 0045,"Fruiting vegetables, cucurbits (group)"
10.0,10 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,HS 0790,"Pepper, black, white"
0.7,0.7 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,SO 0495,Rape seed
2.0,2 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,GC 0080,Cereal grains
0.2,0.2 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,4,37,,2005,(*),,,,,,CXL,Prochloraz,PM 0110,Poultry meat
0.1,0.1 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,PE 0112,Eggs
7.0,7 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,CM 0654,"Wheat bran, unprocessed"
3.0,3 mg/Kg,9,42,,2010,,,,,,,CXL,Prochloraz,VO 0450,Mushrooms
40.0,40 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,AS 0081,Straw and hay of cereal grains except pseudocereals
0.05,0.05 mg/Kg,4,37,,2005,(*),,,,,,CXL,Prochloraz,SO 0693,Linseed
7.0,7 mg/Kg,4,37,,2005,,,Po,,,,CXL,Prochloraz,FI 0030,Assorted tropical and sub-tropical fruits - inedible peel
10.0,10 mg/Kg,4,45,37,2013,,,Po,,,,CXL,Prochloraz,FC 0001,Citrus fruits (group)
1.0,1 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,OR 0702,"Sunflower seed oil, edible"
0.05,0.05 mg/Kg,4,37,,2005,(*),,,,,,CXL,Prochloraz,ML 0106,Milks
10.0,10 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,MO 0105,Edible offal (mammalian)
0.5,0.5 mg/Kg,4,37,,2005,,,(fat),,,,CXL,Prochloraz,MM 0095,Meat (from mammals other than marine mammals)
0.5,0.5 mg/Kg,4,37,,2005,,,,,,,CXL,Prochloraz,SO 0702,Sunflower seed
1.0,1 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,OC 0305,"Olive oil, virgin"
3.0,3 mg/Kg,2018,51,,2019,,,(DM),,,,CXL,Kresoxim-Methyl,AS 0081,Straw and hay of cereal grains except pseudocereals
0.05,0.05 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,VR 0596,Sugar beet
0.2,0.2 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,FT 0305,Table olives
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,ML 0106,Milks
0.9,0.9 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,FB 0021,"Currants, black, red, white"
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,VA 0381,Garlic
0.15,0.15 mg/Kg,2019,52,,2021,,,,,(except Japanese persimmon),,CXL,Kresoxim-Methyl,FP 0009,Pome fruits (group)
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,PF 0111,Poultry fats
0.3,0.3 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,VO 0445,"Peppers, sweet (including pimento or pimiento)"
3.0,3 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.05,0.05 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,TN 0672,Pecan
0.15,0.15 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,GC 2087,"Barley, similar grains, and pseudocereals with husks (subgroup)"
0.05,0.05 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,MO 0105,Edible offal (mammalian)
1.5,1.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,FB 0269,Grapes
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,MM 0095,Meat (from mammals other than marine mammals)
0.2,0.2 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,SO 0305,Olives for oil production
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,PM 0110,Poultry meat
1.5,1.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,FS 0247,Peach
0.05,0.05 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,GC 2086,"Wheat, similar grains, and pseudocereals without husks (subgroup)"
0.05,0.05 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,VR 4571,Turnip
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,FI 0345,Mango
10.0,10 mg/Kg,2018,51,,2019,,,,,,,CXL,Kresoxim-Methyl,VA 0384,Leek
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,PE 0112,Eggs
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,MF 0100,Mammalian fats (except milk fats)
0.05,0.05 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Kresoxim-Methyl,VR 0574,Beetroot
0.001,0.001 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,PE 0112,Eggs
0.01,0.01 mg/Kg,2015,48,,2016,,,,E,(except rice),,CXL,Lindane,GC 0080,Cereal grains
0.01,0.01 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,VO 1275,Sweet corn (kernels)
0.001,0.001 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,WD 0120,Diadromous fish
0.005,0.005 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,PO 0111,"Poultry, edible offal of"
0.001,0.001 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,ML 0106,Milks
0.01,0.01 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,AS 0081,Straw and hay of cereal grains except pseudocereals
0.01,0.01 mg/Kg,2015,48,,2016,,,,E,,,CXL,Lindane,WS 0125,Marine fish
0.01,0.01 mg/Kg,2015,48,,2016,,,(fat),E,,,CXL,Lindane,MM 0095,Meat (from mammals other than marine mammals)
0.005,0.005 mg/Kg,2015,48,,2016,,,(fat),E,,,CXL,Lindane,PM 0110,Poultry meat
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,PE 0112,Eggs
0.7,0.7 mg/Kg,7,40,,2008,,,,,,Based on triadimenol use only,CXL,Triadimenol,VS 0620,"Artichoke, globe"
0.01,0.01 mg/Kg,7,40,,2008,(*),,F,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,ML 0106,Milks
1.0,1 mg/Kg,7,41,40,2009,,,,,,Based on triadimenol use only,CXL,Triadimenol,FI 0327,Banana
5.0,5 mg/Kg,7,40,,2008,,,,,Except maize,Based on triadimefon and triadimenol uses,CXL,Triadimenol,AS 0081,Straw and hay of cereal grains except pseudocereals
1.0,1 mg/Kg,7,41,40,2009,,,,,Except fungi and sweet corn,Based on triadimenol use only,CXL,Triadimenol,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,PO 0111,"Poultry, edible offal of"
0.5,0.5 mg/Kg,7,40,,2008,,,,,,Based on triadimenol use only,CXL,Triadimenol,SB 0716,Coffee beans
1.0,1 mg/Kg,2014,47,,2015,,TN,,,based on triadimenol uses,,CXL,Triadimenol,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.02,0.02 mg/Kg,7,40,,2008,,,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,MO 0105,Edible offal (mammalian)
0.7,0.7 mg/Kg,7,40,,2008,,,,,,,CXL,Triadimenol,FB 0021,"Currants, black, red, white"
0.2,0.2 mg/Kg,7,40,,2008,,,,,Except maize and rice,Based on triadimefon and triadimenol uses,CXL,Triadimenol,GC 0080,Cereal grains
0.7,0.7 mg/Kg,7,40,,2008,,,,,,Based on triadimenol use only,CXL,Triadimenol,FB 0275,Strawberry
5.0,5 mg/Kg,7,40,,2008,,,Po,,,Based on triadimenol use only,CXL,Triadimenol,FI 0353,Pineapple
5.0,5 mg/Kg,7,40,,2008,,,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,HS 0444,"Peppers chili, dried"
0.2,0.2 mg/Kg,7,41,40,2009,,,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,Based on triadimefon and triadimenol uses,CXL,Triadimenol,PM 0110,Poultry meat
0.3,0.3 mg/Kg,2014,47,,2015,,,,,,,CXL,Triadimenol,FB 0269,Grapes
0.05,0.05 mg/Kg,7,40,,2008,(*),,,,,Based on triadimenol use only,CXL,Triadimenol,VR 0596,Sugar beet
0.3,0.3 mg/Kg,7,40,,2008,,,,,,Based on triadimenol use only,CXL,Triadimenol,FP 0226,Apple
0.05,0.05 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,GC 0654,Wheat
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,PE 0112,Eggs
0.05,0.05 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,SO 0495,Rape seed
0.05,0.05 mg/Kg,2017,50,,2018,,,(dw),,,,CXL,Imazapyr,AS 0640,"Barley, hay and/or straw"
0.08,0.08 mg/Kg,2013,46,,2014,,,,,,,CXL,Imazapyr,SO 0702,Sunflower seed
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,CXL,Imazapyr,VD 0533,Lentil (dry)
0.05,0.05 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,MM 0095,Meat (from mammals other than marine mammals)
0.05,0.05 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,AS 0654,"Wheat, hay and/or straw"
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,CXL,Imazapyr,MO 0105,Edible offal (mammalian)
0.05,0.05 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,GC 0645,Maize
0.05,0.05 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,MF 0100,Mammalian fats (except milk fats)
0.7,0.7 mg/Kg,2017,50,,2018,,,,,,,CXL,Imazapyr,GC 0640,Barley
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,PM 0110,Poultry meat
5.0,5 mg/Kg,2015,48,,2016,,,,,,,CXL,Imazapyr,VD 0541,Soya bean (dry)
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,PO 0111,"Poultry, edible offal of"
6.0,6 mg/Kg,2015,48,,2016,,,,,,,CXL,Imazapyr,AS 0162,Hay or fodder (dry) of grasses
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,CXL,Imazapyr,ML 0106,Milks
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,CXL,Aminopyralid,PM 0110,Poultry meat
0.05,0.05 mg/Kg,7,40,,2008,,,,,Except kidney,,CXL,Aminopyralid,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,CXL,Aminopyralid,PE 0112,Eggs
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,CXL,Aminopyralid,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,GC 0647,Oats
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,GC 0653,Triticale
1.0,1 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,MO 0098,"Kidney of cattle, goats, pigs and sheep"
0.3,0.3 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,AS 0163,Straw of cereal grains
0.1,0.1 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,GC 0640,Barley
70.0,70 mg/Kg,7,40,,2008,,,,,,,CXL,Aminopyralid,AS 0162,Hay or fodder (dry) of grasses
